username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;place_full_name;location;timezone;profile_location_name
pwlouiz;2017-12-06 18:21;0;0;"pior é que vai sim kkkkkkkkkkk triste demais";;;;"938548951103541248";https://twitter.com/pwlouiz/status/938548951103541248;;Rio de Janeiro,Brasilia,
pwlouiz;2017-12-06 18:18;0;1;"@onlyafriendz eu perto de gente chata kkkkkkkkkk";;@onlyafriendz;;"938548306787143680";https://twitter.com/pwlouiz/status/938548306787143680;;Rio de Janeiro,Brasilia,
pwlouiz;2017-12-06 18:16;0;0;"kkkkkkkkkkkk https:// twitter.com/KakaxeRataque/ status/938077534167666688 …";;;;"938547625627979776";https://twitter.com/pwlouiz/status/938547625627979776;;Rio de Janeiro,Brasilia,
pwlouiz;2017-12-06 18:11;0;0;"Tenho pena de gente assim, eu olho pra essas pessoas e só falo "tenho pena"";;;;"938546589118889985";https://twitter.com/pwlouiz/status/938546589118889985;;Rio de Janeiro,Brasilia,
pwlouiz;2017-12-06 18:09;0;0;"Minha mãe todinha, aterrorizando meu irmão com essas historias de celular explodindo. Ela vê essas coisas no wpp e depois diz "não acredita em tudo que vc vê na internet" mds";;;;"938545933729574912";https://twitter.com/pwlouiz/status/938545933729574912;;Rio de Janeiro,Brasilia,
pwlouiz;2017-12-06 18:06;0;0;"MINHA MÃE COM MEU IRMÃO https:// twitter.com/mor4telli/stat us/937855553635864576 …";;;;"938545260673855490";https://twitter.com/pwlouiz/status/938545260673855490;;Rio de Janeiro,Brasilia,
pwlouiz;2017-12-06 18:00;0;0;"Caralho mano, que pesado, chocado";;;;"938543797977395200";https://twitter.com/pwlouiz/status/938543797977395200;;Rio de Janeiro,Brasilia,
pwlouiz;2017-12-06 17:56;0;0;"I think is hard to explain all occurred, is awful how you feel. Stay strong";;;;"938542760210071552";https://twitter.com/pwlouiz/status/938542760210071552;;Rio de Janeiro,Brasilia,
pwlouiz;2017-12-06 17:28;0;0;"Vai flopar";;;;"938535633680785409";https://twitter.com/pwlouiz/status/938535633680785409;;Rio de Janeiro,Brasilia,
pwlouiz;2017-12-06 17:26;0;0;"Aff jeje kkkkkkkkkkk https:// twitter.com/sincerojesuis/ status/938086562134454272 …";;;;"938535196802023424";https://twitter.com/pwlouiz/status/938535196802023424;;Rio de Janeiro,Brasilia,
pwlouiz;2017-12-06 17:26;0;0;"E não precisava me desesperar com meu futuro e estudos por conta de toda a pressão feita em nosso sistema https:// twitter.com/emily_caroline h/status/937809748891664385 …";;;;"938535032691527680";https://twitter.com/pwlouiz/status/938535032691527680;;Rio de Janeiro,Brasilia,
pwlouiz;2017-12-06 17:20;0;0;"Natal é só mais um feriado chato, em que nós sustentamos falsidades e sorrimos pra cara um do outro como se fossemos uma família perfeita. Tudo muito chato, os fingimentos, o consumismo... https:// twitter.com/fodasemeuamigo /status/937829810159738881 …";;;;"938533561904353280";https://twitter.com/pwlouiz/status/938533561904353280;;Rio de Janeiro,Brasilia,
pwlouiz;2017-12-06 17:08;0;0;"Cada matéria que eu passo direto é um alivio, uma baita. Tava num desespero total, até porque tá passando muito rápido o ano né";;;;"938530728597434368";https://twitter.com/pwlouiz/status/938530728597434368;;Rio de Janeiro,Brasilia,
