username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;place_full_name;location;timezone;profile_location_name
jsnhyung;2017-12-06 20:34;0;0;"boa noite eu amo o woosung";;;;"938582497549602822";https://twitter.com/jsnhyung/status/938582497549602822;;khh; kpop; anime; r; s,Brasilia,
jsnhyung;2017-12-06 20:25;0;0;"não vou nem entrar no wpp";;;;"938580164845457408";https://twitter.com/jsnhyung/status/938580164845457408;;khh; kpop; anime; r; s,Brasilia,
jsnhyung;2017-12-06 20:25;0;0;"mANO O FINAL VELHO EU FIQUEI BEM PISTOLA https:// twitter.com/dowksoo/status /938578556971610113 …";;;;"938580068321972229";https://twitter.com/jsnhyung/status/938580068321972229;;khh; kpop; anime; r; s,Brasilia,
jsnhyung;2017-12-06 20:22;0;0;"te amo toru";;;;"938579495103221761";https://twitter.com/jsnhyung/status/938579495103221761;;khh; kpop; anime; r; s,Brasilia,
jsnhyung;2017-12-06 20:21;0;0;"pic.twitter.com/aNNT24S9MU";;;;"938579199408984066";https://twitter.com/jsnhyung/status/938579199408984066;;khh; kpop; anime; r; s,Brasilia,
jsnhyung;2017-12-06 20:20;0;0;"ISSO É UMA AFRONTA GAROTO????? https:// twitter.com/JBJtwt787/stat us/938577397959467008 …";;;;"938578984182349824";https://twitter.com/jsnhyung/status/938578984182349824;;khh; kpop; anime; r; s,Brasilia,
jsnhyung;2017-12-06 19:58;0;0;"goals :( https:// twitter.com/cIubeskimo/sta tus/938528949159706625 …";;;;"938573390402719745";https://twitter.com/jsnhyung/status/938573390402719745;;khh; kpop; anime; r; s,Brasilia,
jsnhyung;2017-12-06 19:51;0;0;"eu pic.twitter.com/5gCjqnae7d";;;;"938571607253159936";https://twitter.com/jsnhyung/status/938571607253159936;;khh; kpop; anime; r; s,Brasilia,
jsnhyung;2017-12-06 18:58;0;0;"queria https:// twitter.com/wheeinspired/s tatus/938557613469503488 …";;;;"938558280078647297";https://twitter.com/jsnhyung/status/938558280078647297;;khh; kpop; anime; r; s,Brasilia,
jsnhyung;2017-12-06 18:55;0;0;"a parte do felix em hellevator pic.twitter.com/NWOxWR4UOA";;;;"938557466375311360";https://twitter.com/jsnhyung/status/938557466375311360;;khh; kpop; anime; r; s,Brasilia,
